"","chromosome","source","type","start","end","score","strand","phase","gene_symbol","gene_ensID","length","entrezid"
"447262","11","ensembl_havana","gene",94415578,94493908,".","-",".","MRE11A","ENSG00000020922",78331,"4361"
"447500","11","ensembl_havana","gene",94493629,94499583,".","+",".","ANKRD49","ENSG00000168876",5955,"54851"
"447582","11","ensembl_havana","gene",94512432,94532123,".","+",".","C11orf97","ENSG00000257057",19692,"643037"
"447597","11","ensembl_havana","gene",94543840,94549898,".","+",".","FUT4","ENSG00000196371",6059,"2526"
"447603","11","ensembl_havana","gene",94543840,94621421,".","+",".","PIWIL4","ENSG00000134627",77582,"143689"
"447750","11","havana","gene",94545330,94740355,".","-",".","RP11-867G2.8","ENSG00000255929",195026,"105369438"
"447797","11","ensembl_havana","gene",94706431,94876753,".","+",".","AMOTL1","ENSG00000166025",170323,"154810"
"447904","11","ensembl_havana","gene",94962622,94973612,".","-",".","CWC15","ENSG00000150316",10991,"51503"
"447949","11","ensembl_havana","gene",94973681,94999518,".","+",".","KDM4D","ENSG00000186280",25838,"55693"
"447975","11","ensembl_havana","gene",95025258,95027596,".","+",".","KDM4E","ENSG00000235268",2339,"390245"
"448006","11","ensembl_havana","gene",95067197,95071224,".","+",".","SRSF8","ENSG00000263465",4028,"10929"
"448022","11","ensembl_havana","gene",95089810,95132645,".","+",".","ENDOD1","ENSG00000149218",42836,"23052"
"448040","11","havana","gene",95150539,95234104,".","+",".","RP11-712B9.2","ENSG00000245552",83566,"101929295"
"448079","11","ensembl_havana","gene",95165513,95232541,".","-",".","SESN3","ENSG00000149212",67029,"143686"
"448198","11","ensembl_havana","gene",95768942,95790409,".","-",".","FAM76B","ENSG00000077458",21468,"143684"
"448369","11","ensembl_havana","gene",95789965,95832693,".","+",".","CEP57","ENSG00000166037",42729,"9702"
"448616","11","ensembl_havana","gene",95832882,95925315,".","-",".","MTMR2","ENSG00000087053",92434,"8898"
"448865","11","ensembl_havana","gene",95976598,96343180,".","-",".","MAML2","ENSG00000184384",366583,"84441"
"448893","11","ensembl_havana","gene",96352769,96389923,".","-",".","CCDC82","ENSG00000149231",37155,"79780"
"448960","11","ensembl_havana","gene",96389989,96507574,".","+",".","JRKL","ENSG00000183340",117586,"8690"
"449042","11","ensembl_havana","gene",99020953,100358885,".","+",".","CNTN5","ENSG00000149972",1337933,"53942"
"449388","11","havana","gene",100684162,100687955,".","-",".","CTD-2383M3.1","ENSG00000248027",3794,"100128386"
"449400","11","ensembl_havana","gene",100687653,100991937,".","+",".","ARHGAP42","ENSG00000165895",304285,"143872"
"449570","11","ensembl_havana","gene",100991989,100993941,".","+",".","TMEM133","ENSG00000170647",1953,"143872"
"449576","11","ensembl_havana","gene",101029624,101130524,".","-",".","PGR","ENSG00000082175",100901,"5241"
"449756","11","ensembl_havana","gene",101451564,101872562,".","-",".","TRPC6","ENSG00000137672",420999,"7225"
"449891","11","ensembl_havana","gene",101890674,101916522,".","-",".","ANGPTL5","ENSG00000187151",25849,"253935"
"449927","11","ensembl_havana","gene",101915015,102001058,".","+",".","CEP126","ENSG00000110318",86044,"57562"
"449988","11","ensembl_havana","gene",102047443,102084560,".","+",".","C11orf70","ENSG00000137691",37118,"85016"
"450061","11","ensembl_havana","gene",102110461,102233423,".","+",".","YAP1","ENSG00000137693",122963,"10413"
"450255","11","ensembl_havana","gene",102317450,102339403,".","+",".","BIRC3","ENSG00000023445",21954,"330"
"450351","11","ensembl_havana","gene",102347211,102378670,".","+",".","BIRC2","ENSG00000110330",31460,"329"
"450529","11","ensembl_havana","gene",102396332,102470384,".","-",".","TMEM123","ENSG00000152558",74053,"114908"
"450611","11","havana","gene",102452919,102462008,".","+",".","RP11-315O6.1","ENSG00000255337",9090,"101928424"
"450616","11","havana","gene",102467255,102498801,".","+",".","RP11-315O6.2","ENSG00000255482",31547,"102723838"
"450621","11","ensembl_havana","gene",102520508,102530753,".","-",".","MMP7","ENSG00000137673",10246,"4316"
"450646","11","ensembl_havana","gene",102576835,102625332,".","-",".","MMP20","ENSG00000137674",48498,"9313"
"450695","11","ensembl_havana","gene",102691487,102705806,".","-",".","MMP27","ENSG00000137675",14320,"64066"
"450719","11","ensembl_havana","gene",102711795,102727050,".","-",".","MMP8","ENSG00000118113",15256,"4317"
"450827","11","havana","gene",102746968,102836766,".","+",".","WTAPP1","ENSG00000255282",89799,"100288077"
"450868","11","ensembl_havana","gene",102770503,102780628,".","-",".","MMP10","ENSG00000166670",10126,"4319"
"450902","11","ensembl_havana","gene",102789920,102798160,".","-",".","MMP1","ENSG00000196611",8241,"4312"
"450931","11","ensembl_havana","gene",102835801,102843803,".","-",".","MMP3","ENSG00000149968",8003,"4314"
"450973","11","ensembl_havana","gene",102862736,102875034,".","-",".","MMP12","ENSG00000262406",12299,"4321"
"451003","11","ensembl_havana","gene",102942995,102955734,".","-",".","MMP13","ENSG00000137745",12740,"4322"
"451080","11","ensembl_havana","gene",103062076,103092215,".","-",".","DCUN1D5","ENSG00000137692",30140,"84259"
"451240","11","ensembl_havana","gene",103109431,103479863,".","+",".","DYNC2H1","ENSG00000187240",370433,"79659"
"451746","11","ensembl_havana","gene",103907186,104164379,".","-",".","PDGFD","ENSG00000170962",257194,"80310"
"451794","11","ensembl_havana","gene",104036580,104039188,".","+",".","DDI1","ENSG00000170967",2609,"414301"
"452023","11","havana","gene",104901549,104919073,".","-",".","RP11-693N9.2","ENSG00000235505",17525,"643733"
"452075","11","ensembl_havana","gene",104942866,104969436,".","-",".","CASP4","ENSG00000196954",26571,"837"
"452180","11","ensembl_havana","gene",104994235,105023168,".","-",".","CASP5","ENSG00000137757",28934,"838"
"452338","11","ensembl_havana","gene",105025443,105035250,".","-",".","CASP1","ENSG00000137752",9808,"834"
"452563","11","ensembl_havana","gene",105041326,105101431,".","-",".","CARD16","ENSG00000204397",60106,"114769"
"452617","11","ensembl_havana","gene",105092469,105101431,".","-",".","CARD17","ENSG00000255221",8963,"440068"
"452632","11","ensembl_havana","gene",105137721,105139726,".","-",".","CARD18","ENSG00000255501",2006,"59082"
"452676","11","ensembl_havana","gene",105609994,105982092,".","+",".","GRIA4","ENSG00000152578",372099,"2893"
"452947","11","ensembl_havana","gene",105995623,106022403,".","-",".","MSANTD4","ENSG00000170903",26781,"84437"
"452994","11","ensembl_havana","gene",106051098,106077765,".","-",".","KBTBD3","ENSG00000182359",26668,"143879"
"453041","11","ensembl_havana","gene",106075501,106098710,".","+",".","AASDHPPT","ENSG00000149313",23210,"60496"
"453114","11","havana","gene",106250019,106264905,".","+",".","RP11-680E19.1","ENSG00000254811",14887,"101928535"
"453134","11","ensembl_havana","gene",106674012,107018524,".","-",".","GUCY1A2","ENSG00000152402",344513,"2977"
"453222","11","ensembl_havana","gene",107326345,107457844,".","-",".","CWF19L2","ENSG00000152404",131500,"143884"
"453336","11","ensembl_havana","gene",107502726,107565746,".","-",".","ALKBH8","ENSG00000137760",63021,"91801"
"453490","11","ensembl_havana","gene",107591091,107666779,".","+",".","ELMOD1","ENSG00000110675",75689,"55531"
"453599","11","ensembl_havana","gene",107707378,107719693,".","-",".","SLN","ENSG00000170290",12316,"6588"
"453627","11","ensembl_havana","gene",107790991,107928293,".","-",".","SLC35F2","ENSG00000110660",137303,"54733"
"453748","11","ensembl_havana","gene",107928503,107963482,".","+",".","RAB39A","ENSG00000179331",34980,"54734"
"453757","11","ensembl_havana","gene",108008733,108107776,".","+",".","CUL5","ENSG00000166266",99044,"8065"
"453886","11","ensembl_havana","gene",108121516,108147776,".","+",".","ACAT1","ENSG00000075239",26261,"38"
"454007","11","ensembl_havana","gene",108157215,108222642,".","-",".","NPAT","ENSG00000149308",65428,"4863"
"454091","11","ensembl_havana","gene",108222484,108369102,".","+",".","ATM","ENSG00000149311",146619,"472"
"454614","11","ensembl_havana","gene",108308519,108467531,".","-",".","C11orf65","ENSG00000166323",159013,"160140"
"454756","11","ensembl_havana","gene",108472105,108498432,".","-",".","KDELC2","ENSG00000178202",26328,"143888"
"454840","11","ensembl_havana","gene",108505431,108593738,".","-",".","EXPH5","ENSG00000110723",88308,"23086"
"454921","11","ensembl_havana","gene",108665025,108940930,".","+",".","DDX10","ENSG00000178105",275906,"1662"
"455065","11","ensembl_havana","gene",109422120,109429114,".","+",".","C11orf87","ENSG00000185742",6995,"399947"
"455110","11","ensembl_havana","gene",110093361,110171841,".","+",".","ZC3H12C","ENSG00000149289",78481,"85463"
"455158","11","ensembl_havana","gene",110174880,110296722,".","-",".","RDX","ENSG00000137710",121843,"5962"
"455500","11","ensembl_havana","gene",110429883,110464881,".","+",".","FDX1","ENSG00000137714",34999,"2230"
"455521","11","ensembl_havana","gene",110577042,110713189,".","-",".","ARHGAP20","ENSG00000137727",136148,"57569"
"455747","11","ensembl_havana","gene",111245805,111286401,".","+",".","C11orf53","ENSG00000150750",40597,"341032"
"455801","11","ensembl_havana","gene",111298546,111308735,".","+",".","COLCA2","ENSG00000214290",10190,"120376"
"455876","11","ensembl_havana","gene",111352252,111455630,".","-",".","POU2AF1","ENSG00000110777",103379,"5450"
"455948","11","havana","gene",111414242,111418186,".","-",".","RP11-794P6.1","ENSG00000255428",3945,"100132078"
"456016","11","ensembl_havana","gene",111467526,111512354,".","-",".","BTG4","ENSG00000137707",44829,"54766"
"456069","11","ensembl_havana","gene",111514785,111537031,".","+",".","C11orf88","ENSG00000183644",22247,"399949"
"456129","11","ensembl_havana","gene",111540280,111561745,".","+",".","LAYN","ENSG00000204381",21466,"143903"
"456281","11","ensembl_havana","gene",111602391,111730853,".","+",".","SIK2","ENSG00000170145",128463,"23235"
"456333","11","ensembl_havana","gene",111726908,111766427,".","-",".","PPP2R1B","ENSG00000137713",39520,"5519"
"456588","11","ensembl_havana","gene",111782195,111871581,".","-",".","ALG9","ENSG00000086848",89387,"79796"
"456948","11","ensembl_havana","gene",111874056,111881243,".","-",".","FDXACB1","ENSG00000255561",7188,"91893"
"456985","11","ensembl_havana","gene",111878935,111885975,".","+",".","C11orf1","ENSG00000137720",7041,"64776"
"457044","11","ensembl_havana","gene",111908565,111923722,".","-",".","CRYAB","ENSG00000109846",15158,"1410"
"457189","11","ensembl_havana","gene",111912242,111914093,".","+",".","HSPB2","ENSG00000170276",1852,"3316"
"457197","11","havana","gene",111912736,111926871,".","+",".","HSPB2-C11orf52","ENSG00000254445",14136,"100528019"
"457221","11","ensembl_havana","gene",111918032,111926872,".","+",".","C11orf52","ENSG00000149300",8841,"91894"
"457255","11","ensembl_havana","gene",111927144,112022584,".","+",".","DIXDC1","ENSG00000150764",95441,"85458"
"457427","11","ensembl_havana","gene",112024814,112064390,".","+",".","DLAT","ENSG00000150768",39577,"1737"
"457560","11","ensembl_havana","gene",112064010,112074274,".","-",".","PIH1D2","ENSG00000150773",10265,"120379"
"457656","11","ensembl_havana","gene",112074086,112085150,".","+",".","C11orf57","ENSG00000150776",11065,"55216"
"457778","11","ensembl_havana","gene",112084800,112086798,".","-",".","TIMM8B","ENSG00000150779",1999,"26521"
"457807","11","ensembl_havana","gene",112086773,112120013,".","+",".","SDHD","ENSG00000204370",33241,"6392"
"457946","11","ensembl_havana","gene",112143251,112164117,".","-",".","IL18","ENSG00000150782",20867,"3606"
"458011","11","ensembl_havana","gene",112167372,112172559,".","+",".","TEX12","ENSG00000150783",5188,"56158"
"458039","11","ensembl_havana","gene",112175467,112224699,".","+",".","BCO2","ENSG00000197580",49233,"83875"
"458314","11","ensembl_havana","gene",112226365,112269955,".","+",".","PTS","ENSG00000150787",43591,"5805"
"458407","11","ensembl_havana","gene",112248479,112260860,".","-",".","PLET1","ENSG00000188771",12382,"349633"
"458419","11","havana","gene",112260265,112261396,".","+",".","RP11-356J5.13","ENSG00000268472",1132,"100132686"
"458487","11","havana","gene",112959279,112963460,".","-",".","RP11-629G13.1","ENSG00000247416",4182,"101928847"
"458495","11","ensembl_havana","gene",112961247,113278436,".","+",".","NCAM1","ENSG00000149294",317190,"4684"
"459149","11","havana","gene",113269532,113273901,".","-",".","NCAM1-AS1","ENSG00000227487",4370,"100288346"
"459175","11","ensembl_havana","gene",113314529,113383544,".","+",".","TTC12","ENSG00000149292",69016,"54970"
"459645","11","ensembl_havana","gene",113387791,113400418,".","+",".","ANKK1","ENSG00000170209",12628,"255239"
"459686","11","ensembl_havana","gene",113409615,113475691,".","-",".","DRD2","ENSG00000149295",66077,"1813"
"459830","11","ensembl_havana","gene",113687550,113706373,".","-",".","TMPRSS5","ENSG00000166682",18824,"80975"
"460063","11","ensembl_havana","gene",113733187,113773811,".","-",".","ZW10","ENSG00000086827",40625,"9183"
"460161","11","ensembl_havana","gene",113779747,113780500,".","+",".","CLDN25","ENSG00000228607",754,"644672"
"460179","11","ensembl_havana","gene",113797874,113875570,".","-",".","USP28","ENSG00000048028",77697,"57646"
"460535","11","ensembl_havana","gene",113904677,113946565,".","+",".","HTR3B","ENSG00000149305",41889,"9177"
"460589","11","ensembl_havana","gene",113974881,113990313,".","+",".","HTR3A","ENSG00000166736",15433,"3359"
"460727","11","ensembl_havana","gene",114059593,114250676,".","+",".","ZBTB16","ENSG00000109906",191084,"7704"
"460825","11","ensembl_havana","gene",114257787,114313285,".","+",".","NNMT","ENSG00000166741",55499,"4837"
"460870","11","havana","gene",114360635,114380045,".","-",".","RP11-64D24.4","ENSG00000256195",19411,"101928940"
"460875","11","ensembl_havana","gene",114391443,114400550,".","-",".","C11orf71","ENSG00000180425",9108,"54494"
"460892","11","ensembl_havana","gene",114400030,114414203,".","+",".","RBM7","ENSG00000076053",14174,"10179"
"461012","11","ensembl_havana","gene",114439386,114450279,".","+",".","REXO2","ENSG00000076043",10894,"25996"
"461209","11","ensembl_havana","gene",114521715,114559895,".","-",".","NXPE1","ENSG00000095110",38181,"120400"
"461298","11","ensembl_havana","gene",114570591,114595762,".","-",".","NXPE4","ENSG00000137634",25172,"54827"
"461332","11","ensembl_havana","gene",114678386,114706933,".","+",".","NXPE2","ENSG00000204361",28548,"120406"
"461360","11","ensembl_havana","gene",115169218,115504957,".","-",".","CADM1","ENSG00000182985",335740,"23705"
"461878","11","ensembl_havana","gene",116748170,116772988,".","-",".","BUD13","ENSG00000137656",24819,"84811"
"461946","11","ensembl_havana","gene",116773799,116788050,".","-",".","ZPR1","ENSG00000109917",14252,"8882"
"462093","11","ensembl_havana","gene",116789367,116792420,".","-",".","APOA5","ENSG00000110243",3054,"116519"
"462130","11","ensembl_havana","gene",116820700,116823306,".","-",".","APOA4","ENSG00000110244",2607,"337"
"462143","11","ensembl_havana","gene",116829706,116833072,".","+",".","APOC3","ENSG00000110245",3367,"345"
"462188","11","ensembl_havana","gene",116835751,116837950,".","-",".","APOA1","ENSG00000118137",2200,"335"
"462241","11","havana","gene",116836117,116855729,".","+",".","APOA1-AS","ENSG00000235910",19613,"104326055"
"462250","11","ensembl_havana","gene",116843402,117098437,".","-",".","SIK3","ENSG00000160584",255036,"23387"
"462582","11","ensembl_havana","gene",117144267,117176894,".","+",".","PAFAH1B2","ENSG00000168092",32628,"5049"
"462670","11","ensembl_havana","gene",117178733,117197445,".","+",".","SIDT2","ENSG00000149577",18713,"51092"
"463082","11","ensembl_havana","gene",117199321,117204782,".","+",".","TAGLN","ENSG00000149591",5462,"6876"
"463171","11","ensembl_havana","gene",117204337,117232525,".","-",".","PCSK7","ENSG00000160613",28189,"9159"
"463338","11","ensembl_havana","gene",117232625,117286445,".","+",".","RNF214","ENSG00000167257",53821,"257160"
"463499","11","ensembl_havana","gene",117285207,117316259,".","-",".","BACE1","ENSG00000186318",31053,"23621"
"463692","11","ensembl_havana","gene",117314557,117413268,".","+",".","CEP164","ENSG00000110274",98712,"22897"
"463934","11","ensembl_havana","gene",117427773,117817525,".","-",".","DSCAML1","ENSG00000177103",389753,"57453"
"464101","11","ensembl_havana","gene",117800844,117828698,".","-",".","FXYD2","ENSG00000137731",27855,"486"
"464190","11","ensembl_havana","gene",117820163,117876667,".","-",".","FXYD6-FXYD2","ENSG00000255245",56505,"100533181"
"464253","11","ensembl_havana","gene",117836976,117877486,".","-",".","FXYD6","ENSG00000137726",40511,"53826"
"464498","11","ensembl_havana","gene",117900643,117929459,".","-",".","TMPRSS13","ENSG00000137747",28817,"84000"
"464656","11","ensembl_havana","gene",117986348,118003037,".","+",".","IL10RA","ENSG00000110324",16690,"3587"
"464753","11","havana","gene",118003634,118088299,".","-",".","TMPRSS4-AS1","ENSG00000255274",84666,"100526771"
"464797","11","ensembl_havana","gene",118077012,118121890,".","+",".","TMPRSS4","ENSG00000137648",44879,"56649"
